	title	url	content	summary	author	time	resource	pdf
560	France's Deep Identity Crisis	https://www.cidob.org/en/publications/publication_series/opinion/europa/france_s_deep_identity_crisis		Francis Ghilès, 	Francis Ghilès, Associate Senior Researcher, CIDOB	01/2015	www.cidob.org	https://www.cidob.org/en/content/download/57134/1475271/version/3/file/300_OPINIO_SEGURIDAD_ANG.pdf
561	Hungary: Immigropoly - the Migration Game	https://www.cidob.org/en/publications/publication_series/project_papers/ewsi/hungary_immigropoly_the_migration_game		EWSI Publication 2015	EWSI Country Coordinator for Hungary	03/2015	www.cidob.org	https://www.cidob.org/en/content/download/75246/2423033/version/2/file/hungary-immigropoly---the-migration-game.pdf
562	Communicating Europe: is it really that complicated?	https://www.cidob.org/en/publications/publication_series/opinion/dinamicas_interculturales/communicating_europe_is_it_really_that_complicated		 	Yolanda Onghena, Senior Research Fellow and Isabel Verdet, Research Assistant, CIDOB	03/2015	www.cidob.org	https://www.cidob.org/en/content/download/59352/1547714/version/6/file/308_OPINIO_DINAMICAS_ANG.pdf
563	"""Operation Nemtsov"": Disinformation, Confusion  and Some Worrying Hypotheses"	https://www.cidob.org/en/publications/publication_series/opinion/europa/operation_nemtsov_disinformation_confusion_and_some_worrying_hypotheses		Nicolás de Pedro	Nicolás de Pedro, Research Fellow, CIDOB and Marta Ter, Head of the North Caucasus department at the Lliga dels Drets dels Pobles	03/2015	www.cidob.org	https://www.cidob.org/en/content/download/59351/1548112/version/6/file/307_OPINIO_EUROPA_ANG.pdf
564	Incertidumbres del porvenir de los cubanos	https://www.cidob.org/en/publications/publication_series/notes_internacionals/n1_111/incertidumbres_del_porvenir_de_los_cubanos		Notes internacionals CIDOB, núm. 111	Katarzyna Dembicz, Doctora en Geografía Humana, latinoamericanista, profesora adjunta del Centro de Estudios Latinoamericanos de la Universidad de Varsovia	03/2015	www.cidob.org	https://www.cidob.org/en/content/download/59350/1547627/version/2/file/NOTES%20111_DEMBICZ_CAST.pdf
565	Una nueva oportunidad para España en Centroamérica	https://www.cidob.org/en/publications/publication_series/opinion/america_latina/una_nueva_oportunidad_para_espana_en_centroamerica		Pedro Caldentey	Pedro Caldentey, Director de la Fundación ETEA y profesor de la Universidad Loyola Andalucía	03/2015	www.cidob.org	https://www.cidob.org/en/content/download/59345/1547546/version/2/file/306_OPINIO_AMERICA%20LATINA_CAST.pdf
566	Habitar la frontera: sentir y pensar la descolonialidad (Antología, 1999-2014). 	https://www.cidob.org/en/publications/publication_series/interrogar_la_actualidad/habitar_la_frontera_sentir_y_pensar_la_descolonialidad_antologia_1999_2014		Colección Interrogar la actualidad nº 36	Walter D. Mignolo	03/2015	www.cidob.org	https://www.cidob.org/en/content/download/57554/1486169/version/18/file/Habitar%20la%20frontera_%20Walter%20D.%20MIGNOLO.pdf
567	Libya: intervention, indifference and interference	https://www.cidob.org/en/publications/publication_series/opinion/mediterraneo_y_oriente_medio/libya_intervention_indifference_and_interference		Eduard Soler i Lecha	Eduard Soler i Lecha, Research Coordinator, CIDOB	02/2015	www.cidob.org	https://www.cidob.org/en/content/download/57200/1478790/version/6/file/305_OPINIO_MEDITERRANEO_ANG.pdf
568	La coopération Sud-Sud au profit de la sécurité alimentaire: Cas de la filière des céréales dans les pays du Maghreb	https://www.cidob.org/en/publications/publication_series/documents_cidob/la_cooperation_sud_sud_au_profit_de_la_securite_alimentaire_cas_de_la_filiere_des_cereales_dans_les_pays_du_maghreb		Documents CIDOB (Nova època ): 3	Said Saghir Zarouali, Haut Commissariat au Plan, Maroc	03/2015	www.cidob.org	https://www.cidob.org/en/content/download/59655/1566238/version/4/file/DOCUMENTS%20CIDOB-OCP_03%20Zarouali%20Said%20Saghir.pdf
569	Islam Karímov y el futuro de Uzbekistán 	https://www.cidob.org/en/publications/publication_series/opinion/asia/islam_karimov_y_el_futuro_de_uzbekistan		Nicolás de Pedro	Nicolás de Pedro, investigador principal, CIDOB	03/2015	www.cidob.org	https://www.cidob.org/en/content/download/59423/1549051/version/2/file/314_OPINIO_ASIA_CAST.pdf
570	La larga crisis de la socialdemocracia en tiempos de la gran recesión	https://www.cidob.org/en/publications/publication_series/opinion/seguridad_y_politica_mundial/la_larga_crisis_de_la_socialdemocracia_en_tiempos_de_la_gran_recesion		Jordi Muñoz	Jordi Muñoz, investigador Ramón y Cajal, Universidad de Barcelona	03/2015	www.cidob.org	https://www.cidob.org/en/content/download/59399/1548703/version/5/file/313_OPINIO_SEGURIDAD_CAST.pdf
571	Juncker’s EU Army: a Tool of Politics more than Defence	https://www.cidob.org/en/publications/publication_series/opinion/europa/juncker_s_eu_army_a_tool_of_politics_more_than_defence		Pol Morillas	Pol Morillas, Research Fellow, CIDOB	03/2015	www.cidob.org	https://www.cidob.org/en/content/download/59389/1566732/version/5/file/312_OPINIO_EUROPA_ANG.pdf
572	Five responses to the terrorist threat in the Maghreb	https://www.cidob.org/en/publications/publication_series/opinion/mediterraneo_y_oriente_medio/five_responses_to_the_terrorist_threat_in_the_maghreb		Eduard Soler i Lecha	Eduard Soler i Lecha, Research Coordinator, CIDOB	03/2015	www.cidob.org	https://www.cidob.org/en/content/download/59384/1566509/version/4/file/310_OPINIO_MEDITERRANEO_ANG.pdf
573	Tunisia: The EU Must Put its Money Where its Mouth Is	https://www.cidob.org/en/publications/publication_series/opinion/mediterraneo_y_oriente_medio/tunisia_the_eu_must_put_its_money_where_its_mouth_is		Francis Ghilès, 	Francis Ghilès, Associate Senior Researcher, CIDOB	03/2015	www.cidob.org	https://www.cidob.org/en/content/download/59385/1548170/version/1/file/311_OPINIO_MEDITERRANEO_ANG.pdf
574	Intolerance and Racism in Europe	https://www.cidob.org/en/publications/publication_series/project_papers/ewsi/intolerance_and_racism_in_europe		EWSI Special Feature 2015	Migration Policy Group	03/2015	www.cidob.org	https://www.cidob.org/en/content/download/75247/2423070/version/2/file/EWSI-SpecialFeatureonIntoleranceandRacism.pdf
575	Opposition to fracking fuels a wider debate 	https://www.cidob.org/en/publications/publication_series/opinion/mediterraneo_y_oriente_medio/opposition_to_fracking_fuels_a_wider_debate		Francis Ghilès, 	Francis Ghilès, Associate Senior Researcher, CIDOB	03/2015	www.cidob.org	https://www.cidob.org/en/content/download/59353/1547743/version/3/file/309_OPINIO_MEDITERRANEO_ANG.pdf
576	¿Un desafío feminista al gobierno de Benkirán?  Análisis de la manifestación del 8 de marzo en Rabat	https://www.cidob.org/en/publications/publication_series/opinion/mediterraneo_y_oriente_medio/un_desafio_feminista_al_gobierno_de_benkiran_analisis_de_la_manifestacion_del_8_de_marzo_en_rabat		Montserrat Emperador Badimon	Montserrat Emperador Badimon, profesora titular de ciencia política Université Lumière-Lyon y coordinadora científica del proyecto SAHWA	04/2015	www.cidob.org	https://www.cidob.org/en/content/download/59709/1571359/version/1/file/315_OPINIO_MEDITERRANEO_CAST.pdf
577	EU-Latin America and Caribbean Inter-regional Relations: Complexity and Change	https://www.cidob.org/en/publications/publication_series/project_papers/atlantic_future_papers/scientific_paper/eu_latin_america_and_caribbean_inter_regional_relations_complexity_and_change		Scientific Paper, nº. 24	Gian Luca Gardini University Erlangen-Nürnberg  and Anna Ayuso, CIDOB	04/2015	www.cidob.org	https://www.cidob.org/en/content/download/65131/2001487/version/1/file/Scientific%20Paper%2024_EU-Latin%20America%20and%20Caribbean%20Inter-regional%20relations.pdf
578	Regionalism and Interregionalism: The case of Latin America and Sub-Saharan Africa	https://www.cidob.org/en/publications/publication_series/project_papers/atlantic_future_papers/scientific_paper/regionalism_and_interregionalism_the_case_of_latin_america_and_sub_saharan_africa		Scientific Paper, nº. 23	Frank Mattheis Centre for the Study of Governance Innovation, University of Pretoria	04/2015	www.cidob.org	https://www.cidob.org/en/content/download/65130/2001453/version/2/file/Scientific%20Paper%2023_%20Regionalism%20and%20Interregionalism.pdf
579	Perspectives from Cameroon, South Africa and West Africa	https://www.cidob.org/en/publications/publication_series/project_papers/atlantic_future_papers/interviews_reports/perspectives_from_cameroon_south_africa_and_west_africa		Atlantic Future Interview Report, 	Frank Mattheis, Centre for the Study of Governance Innovation, University of Pretoria	04/2015	www.cidob.org	https://www.cidob.org/en/content/download/63503/1964080/version/3/file/Interviews%20report%20n%C2%BA.%204%20Perspectives%20from%20Cameroon%2C%20South%20Africa%20and%20West%20Africa.pdf
580	Perspectives from Canada and the United States	https://www.cidob.org/en/publications/publication_series/project_papers/atlantic_future_papers/interviews_reports/perspectives_from_canada_and_the_united_states		Atlantic Future Interview Report,	Daniel S. Hamilton	04/2015	www.cidob.org	https://www.cidob.org/en/content/download/63502/1964046/version/3/file/Interviews%20report%20n%C2%BA.%203%20Perspectives%20from%20Canada%20and%20the%20United%20States.pdf
581	Perspectives from Mexico, Colombia and Honduras	https://www.cidob.org/en/publications/publication_series/project_papers/atlantic_future_papers/interviews_reports/perspectives_from_mexico_colombia_and_honduras		Atlantic Future Interview Report,	Mark Aspinwall, Elsy González & Lorena Ruano	04/2015	www.cidob.org	https://www.cidob.org/en/content/download/63501/1964012/version/3/file/Interviews%20report%20n%C2%BA.%202%20Perspectives%20from%20Mexico%2C%20Colombia%20and%20Honduras.pdf
582	Perspectives from Argentina, Brazil and Venezuela	https://www.cidob.org/en/publications/publication_series/project_papers/atlantic_future_papers/interviews_reports/perspectives_from_argentina_brazil_and_venezuela		Atlantic Future Interview Report,  nº. 1	Inês Sousa, FGV	04/2015	www.cidob.org	https://www.cidob.org/en/content/download/63500/1963978/version/6/file/Interviews%20report%20n%C2%BA.%201%20Perspectives%20from%20Argentina%2C%20Brazil%20and%20Venezuela.pdf
583	The Hidden Potential of Agroforestry Systems in the Chapare Coca Production Area, Bolivia	https://www.cidob.org/en/publications/publication_series/documents_cidob/the_hidden_potential_of_agroforestry_systems_in_the_chapare_coca_production_area_bolivia		Documents CIDOB (Nova època): 4	Eduardo Lopez Rosse, Independent Professor at the Valle del Sacta Experimental Unit-UMSS	03/2015	www.cidob.org	https://www.cidob.org/en/content/download/59656/1566267/version/4/file/DOCUMENTS%20CIDOB-OCP_04%20Eduardo%20Lopez%20Rosse.pdf
584	Addressing the Atlantic’s Emerging Security Challenges	https://www.cidob.org/en/publications/publication_series/project_papers/atlantic_future_papers/scientific_paper/addressing_the_atlantic_s_emerging_security_challenges		Scientific Paper, nº. 34	Bruno Lété,  The German Marshall Fund of the United States	04/2015	www.cidob.org	https://www.cidob.org/en/content/download/65142/2001825/version/1/file/Scientific%20paper%2034%20Addressing%20the%20Atlantic%E2%80%99s%20Emerging%20Security%20Challenges.pdf
585	Political, Social and Cultural Trends in the Atlantic	https://www.cidob.org/en/publications/publication_series/project_papers/atlantic_future_papers/scientific_paper/political_social_and_cultural_trends_in_the_atlantic		Scientific Paper, nº. 35	Susanne Gratius, Associate Fellow, FRIDE  and Professor, Department of Political Science and International Relations, UAM, Madrid	04/2015	www.cidob.org	https://www.cidob.org/en/content/download/65143/2001859/version/4/file/Scientific%20paper%2035%20FRIDE_Political%2C%20social%20and%20cultural%20trends%20in%20the%20Atlantic.pdf
586	Rethinking Europe Foreign Policy	https://www.cidob.org/en/publications/publication_series/opinion/europa/rethinking_europe_foreign_policy		Francis Ghilès, 	Francis Ghilès, Associate Senior Researcher, CIDOB	04/2015	www.cidob.org	https://www.cidob.org/en/content/download/59980/1576127/version/1/file/319_OPINIO_EUROPA_ANG.pdf
587	Interregional Relations between North America and Africa	https://www.cidob.org/en/publications/publication_series/project_papers/atlantic_future_papers/scientific_paper/interregional_relations_between_north_america_and_africa		 Scientific Paper, nº. 21	John Kotsopoulos University of Pretoria and Madeleine Goerg German Marshall Fund	04/2015	www.cidob.org	https://www.cidob.org/en/content/download/65128/2001385/version/2/file/Scientific%20paper%2021_Interregional%20Realtions%20between%20North%20America%20and%20Africa.pdf
588	The Americas: full backing for an irreversible historical fact	https://www.cidob.org/en/publications/publication_series/opinion/america_latina/the_americas_full_backing_for_an_irreversible_historical_fact		Anna Ayuso, 	Anna Ayuso, Investigadora sénior, CIDOB	04/2015	www.cidob.org	https://www.cidob.org/en/content/download/59833/1575923/version/7/file/318_OPINIO_AMERICA%20LATINA_ANG.pdf
589	Reviving pan-Atlantic interdependencies – A Laboratory for Global Governance	https://www.cidob.org/en/publications/publication_series/project_papers/atlantic_future_papers/scientific_paper/reviving_pan_atlantic_interdependencies_a_laboratory_for_global_governance		Scientific Paper, nº. 29	Alfredo G. A. Valladão,  Institut des Hautes Etudes du Management (CESEM-HEM)	04/2015	www.cidob.org	https://www.cidob.org/en/content/download/65134/2001589/version/1/file/Scientific%20paper%2029%20Reviving%20pan-Atlantic%20Interdependencies.%20A%20laboratory%20for%20global%20governance.pdf
590	Sub-Saharan Africa and the EU	https://www.cidob.org/en/publications/publication_series/project_papers/atlantic_future_papers/scientific_paper/sub_saharan_africa_and_the_eu		Scientific Paper, nº. 26	Nicoletta Pirozzi and Andréas Godsäter Istituto Affari Internazionali (IAI) and University of Pretoria (UP)	04/2015	www.cidob.org	https://www.cidob.org/en/content/download/65133/2001555/version/1/file/Scientific%20paper%2026%20Sub-Saharan%20Africa%20and%20the%20EU.pdf
591	Saudi Arabian Nightmares	https://www.cidob.org/en/publications/publication_series/opinion/mediterraneo_y_oriente_medio/saudi_arabian_nightmares		Eckart Woertz	Eckart Woertz, Senior Research Felow, CIDOB	04/2015	www.cidob.org	https://www.cidob.org/en/content/download/59831/1574159/version/1/file/317_OPINIO_MEDITERRANEO_ANG.pdf
592	Actors and Opportunities: Inter-Regional Processes of the Arab Region and Latin America and the Caribbean	https://www.cidob.org/en/publications/publication_series/project_papers/atlantic_future_papers/scientific_paper/actors_and_opportunities_inter_regional_processes_of_the_arab_region_and_latin_america_and_the_caribbean		Scientific Paper, nº. 25	Anna Ayuso and Santiago Villar, CIDOB. Camila Pastor and Miguel Fuentes (CIDE)	04/2015	www.cidob.org	https://www.cidob.org/en/content/download/65132/2001521/version/1/file/Scientific%20paper%2025_Actors%20and%20Opportunities.pdf
